loc_id,Bl3_id,Bl3_id_uniq
LOC118425973,Hypp488,Hypp488
LOC118421525,Hypp4883,Hypp4883
LOC118420741,Hypp4884,Hypp4884
LOC118421884,Hypp4897,Hypp4897
LOC118421545,Hypp4898,Hypp4898
LOC118423411,Hypp49,Hypp49
LOC118423468,Hypp490,Hypp490
LOC118421888,Hypp4900,Hypp4900
LOC118421245,Hypp4906,Hypp4906
LOC118424833,Hypp4907,Hypp4907
LOC118420795,Hypp4908,Hypp4908
LOC118421903,Hypp4909,Hypp4909
LOC118425998,Hypp491,Hypp491
LOC118421904,Hypp4910,Hypp4910
LOC118421057,Hypp4912,Hypp4912
LOC118420992,Hypp4915,Hypp4915
LOC118421046,Hypp4916,Hypp4916
LOC118426089,Hypp492,Hypp492
LOC118420710,Hypp4923,Hypp4923
LOC118421236,Hypp4925,Hypp4925
LOC118421690,Hypp4928,Hypp4928
LOC118426393,Hypp493,Hypp493
LOC118421731,Hypp4936,Hypp4936
LOC118421725,Hypp4938,Hypp4938
LOC118421726,Hypp4939,Hypp4939
LOC118425835,Hypp494,Hypp494
LOC118422036,Hypp4940,Hypp4940
LOC118422046,Hypp4956,Hypp4956
LOC118426460,Hypp496,Hypp496
LOC118407745,Hypp4978,Hypp4978
LOC118409022,Hypp4979,Hypp4979
LOC118426548,Hypp500,Hypp500
LOC118429057,Hypp502,Hypp502
LOC118426686,Hypp503,Hypp503
LOC118429773,Hypp5034,Hypp5034
LOC118428662,Hypp5039,Hypp5039
LOC118428422,Hypp5042,Hypp5042
LOC118428994,Hypp5055,Hypp5055
LOC118428990,Hypp5056,Hypp5056
LOC118426710,Hypp506,Hypp506
LOC118428977,Hypp5062,Hypp5062
LOC118429560,Hypp5064,Hypp5064
LOC118428802,Hypp5066,Hypp5066
LOC118429151,Hypp5067,Hypp5067
LOC118428758,Hypp5068,Hypp5068
LOC118429295,Hypp5070,Hypp5070
LOC118428936,Hypp5072,Hypp5072
LOC118409002,Hypp5077,Hypp5077
LOC118408656,Hypp5079,Hypp5079
LOC118428986,Hypp5083,Hypp5083
LOC118429003,Hypp5085,Hypp5085
LOC118429714,Hypp5087,Hypp5087
LOC118429000,Hypp5088,Hypp5088
LOC118428502,Hypp5091,Hypp5091
LOC118423668,Hypp51,Hypp51
LOC118425522,Hypp510,Hypp510
LOC118428906,Hypp5108,Hypp5108
LOC118429276,Hypp5109,Hypp5109
LOC118429392,Hypp5112,Hypp5112
LOC118429262,Hypp5120,Hypp5120
LOC118429427,Hypp5121,Hypp5121
LOC118429765,Hypp5124,Hypp5124
LOC118428505,Hypp5127,Hypp5127
LOC118426349,Hypp513,Hypp513
LOC118429477,Hypp5132,Hypp5132
LOC118428421,Hypp5134,Hypp5134
LOC118425621,Hypp514,Hypp514
LOC118419347,Hypp5140,Hypp5140
LOC118428447,Hypp5151,Hypp5151
LOC118428445,Hypp5152,Hypp5152
LOC118428450,Hypp5155,Hypp5155
LOC118428413,Hypp5156,Hypp5156
LOC118429071,Hypp5157,Hypp5157
LOC118429309,Hypp5158,Hypp5158
LOC118429452,Hypp5159,Hypp5159
LOC118429550,Hypp5161,Hypp5161
LOC118429661,Hypp5162,Hypp5162
LOC118429717,Hypp5166,Hypp5166
LOC118428551,Hypp5168,Hypp5168
LOC118428393,Hypp5171,Hypp5171
LOC118428405,Hypp5172,Hypp5172
LOC118429252,Hypp5173,Hypp5173
LOC118428813,Hypp5175,Hypp5175
LOC118428740,Hypp5177,Hypp5177
LOC118428746,Hypp5178,Hypp5178
LOC118426603,Hypp518,Hypp518
LOC118428752,Hypp5184,Hypp5184
LOC118429122,Hypp5186,Hypp5186
LOC118428423,Hypp5187,Hypp5187
LOC118429236,Hypp5189,Hypp5189
LOC118425853,Hypp519,Hypp519
LOC118428738,Hypp5191,Hypp5191
LOC118428402,Hypp5194,Hypp5194
LOC118429185,Hypp5197,Hypp5197
LOC118428570,Hypp5199,Hypp5199
LOC118426643,Hypp520,Hypp520
LOC118428571,Hypp5200,Hypp5200
LOC118428828,Hypp5207,Hypp5207
LOC118428829,Hypp5208,Hypp5208
LOC118428381,Hypp5210,Hypp5210
LOC118429785,Hypp5212,Hypp5212
LOC118407856,Hypp5215,Hypp5215
LOC118429698,Hypp5219,Hypp5219
LOC118429758,Hypp5220,Hypp5220
LOC118429491,Hypp5222,Hypp5222
LOC118428583,Hypp5230,Hypp5230
LOC118426625,Hypp526,Hypp526
LOC118429530,Hypp5263,Hypp5263
LOC118424851,Hypp5267,Hypp5267
LOC118408744,Hypp5276,Hypp5276
LOC118429573,Hypp5277,Hypp5277
LOC118423810,Hypp5278,Hypp5278
LOC118429569,Hypp5282,Hypp5282
LOC118429770,Hypp5287,Hypp5287
LOC118429099,Hypp5289,Hypp5289
LOC118408795,Hypp5292,Hypp5292
LOC118429498,Hypp5293,Hypp5293
LOC118429634,Hypp5298,Hypp5298
LOC118429068,Hypp5299,Hypp5299
LOC118429670,Hypp5300,Hypp5300
LOC118429245,Hypp5303,Hypp5303
LOC118429702,Hypp5305,Hypp5305
LOC118429237,Hypp5307,Hypp5307
LOC118429643,Hypp5308,Hypp5308
LOC118417758,Hypp5311,Hypp5311
LOC118426759,Hypp532,Hypp532
LOC118429542,Hypp5346,Hypp5346
LOC118426530,Hypp535,Hypp535
LOC118426522,Hypp540,Hypp540
LOC118416768,Hypp541,Hypp541
LOC118425096,Hypp5423,Hypp5423
LOC118425113,Hypp5432,Hypp5432
LOC118426511,Hypp545,Hypp545
LOC118424865,Hypp5454,Hypp5454
LOC118425123,Hypp5455,Hypp5455
LOC118425189,Hypp5459,Hypp5459
LOC118424621,Hypp5464,Hypp5464
LOC118424369,Hypp5468,Hypp5468
LOC118424657,Hypp5469,Hypp5469
LOC118425031,Hypp5471,Hypp5471
LOC118425030,Hypp5472,Hypp5472
LOC118416774,Hypp5474,Hypp5474
LOC118424266,Hypp5487,Hypp5487
LOC118424267,Hypp5488,Hypp5488
LOC118424981,Hypp5498,Hypp5498
LOC118424750,Hypp5505,Hypp5505
LOC118424761,Hypp5511,Hypp5511
LOC118430694,Hypp5514,Hypp5514
LOC118424767,Hypp5515,Hypp5515
LOC118425132,Hypp5523,Hypp5523
LOC118405771,Hypp553,Hypp553
LOC118424624,Hypp5533,Hypp5533
LOC118424658,Hypp5534,Hypp5534
LOC118424519,Hypp5535,Hypp5535
LOC118424251,Hypp5544,Hypp5544
LOC118424925,Hypp5548,Hypp5548
LOC118424919,Hypp5552,Hypp5552
LOC118424223,Hypp5553,Hypp5553
LOC118424423,Hypp5554,Hypp5554
LOC118423956,Hypp5555,Hypp5555
LOC118424844,Hypp5558,Hypp5558
LOC118424847,Hypp5559,Hypp5559
LOC118408522,Hypp556,Hypp556
LOC118424852,Hypp5565,Hypp5565
LOC118424846,Hypp5566,Hypp5566
LOC118424912,Hypp5567,Hypp5567
LOC118424413,Hypp5569,Hypp5569
LOC118423904,Hypp5573,Hypp5573
LOC118424547,Hypp5580,Hypp5580
LOC118424361,Hypp5581,Hypp5581
LOC118424541,Hypp5584,Hypp5584
LOC118424570,Hypp5586,Hypp5586
LOC118424577,Hypp5588,Hypp5588
LOC118424492,Hypp5597,Hypp5597
LOC118408340,Hypp5599,Hypp5599
LOC118424029,Hypp5602,Hypp5602
LOC118424085,Hypp5604,Hypp5604
LOC118424093,Hypp5619,Hypp5619
LOC118424092,Hypp5620,Hypp5620
LOC118424011,Hypp5621,Hypp5621
LOC118424613,Hypp5626,Hypp5626
LOC118424329,Hypp5627,Hypp5627
LOC118408864,Hypp5628,Hypp5628
LOC118424583,Hypp5630,Hypp5630
LOC118424600,Hypp5631,Hypp5631
LOC118424153,Hypp5636,Hypp5636
LOC118424487,Hypp5641,Hypp5641
LOC118423920,Hypp5642,Hypp5642
LOC118412112,Hypp5643,Hypp5643
LOC118415377,Hypp5644,Hypp5644
LOC118407984,Hypp5646,Hypp5646
LOC118424859,Hypp5662,Hypp5662
LOC118425158,Hypp5664,Hypp5664
LOC118424503,Hypp5667,Hypp5667
LOC118423790,Hypp5669,Hypp5669
LOC118424282,Hypp5671,Hypp5671
LOC118428198,Hypp5676,Hypp5676
LOC118416285,Hypp5687,Hypp5687
LOC118424985,Hypp5688,Hypp5688
LOC118424719,Hypp5691,Hypp5691
LOC118423972,Hypp5701,Hypp5701
LOC118424491,Hypp5702,Hypp5702
LOC118414787,Hypp5705,Hypp5705
LOC118423793,Hypp5706,Hypp5706
LOC118424633,Hypp5712,Hypp5712
LOC118425161,Hypp5714,Hypp5714
LOC118424837,Hypp5720,Hypp5720
LOC118416913,Hypp5725,Hypp5725
LOC118424693,Hypp5727,Hypp5727
LOC118414143,Hypp5749,Hypp5749
LOC118409030,Hypp5763,Hypp5763
LOC118432174,Hypp5767,Hypp5767
LOC118424634,Hypp5771,Hypp5771
LOC118423792,Hypp5772,Hypp5772
LOC118430842,Hypp5775,Hypp5775
LOC118430683,Hypp5787,Hypp5787
LOC118426691,Hypp579,Hypp579
LOC118429969,Hypp5793,Hypp5793
LOC118430712,Hypp5795,Hypp5795
LOC118423474,Hypp58,Hypp58
LOC118426697,Hypp580,Hypp580
LOC118430790,Hypp5806,Hypp5806
LOC118430557,Hypp5817,Hypp5817
LOC118431161,Hypp5821,Hypp5821
LOC118430867,Hypp5823,Hypp5823
LOC118423867,Hypp5832,Hypp5832
LOC118430913,Hypp5836,Hypp5836
LOC118431089,Hypp5837,Hypp5837
LOC118430915,Hypp5840,Hypp5840
LOC118431087,Hypp5841,Hypp5841
LOC118408901,Hypp5842,Hypp5842
LOC118429916,Hypp5843,Hypp5843
LOC118430212,Hypp5854,Hypp5854
LOC118430974,Hypp5859,Hypp5859
LOC118431017,Hypp5860,Hypp5860
LOC118431188,Hypp5866,Hypp5866
LOC118430714,Hypp5870,Hypp5870
LOC118430568,Hypp5871,Hypp5871
LOC118430566,Hypp5872,Hypp5872
LOC118430201,Hypp5878,Hypp5878
LOC118430619,Hypp5892,Hypp5892
LOC118421435,Hypp5893,Hypp5893
LOC118430286,Hypp5894,Hypp5894
LOC118430583,Hypp5895,Hypp5895
LOC118430081,Hypp5896,Hypp5896
LOC118430483,Hypp5897,Hypp5897
LOC118416550,Hypp5898,Hypp5898
LOC118430084,Hypp5903,Hypp5903
LOC118431154,Hypp5907,Hypp5907
LOC118418795,Hypp5908,Hypp5908
LOC118430592,Hypp5910,Hypp5910
LOC118431125,Hypp5914,Hypp5914
LOC118431104,Hypp5915,Hypp5915
LOC118430353,Hypp5919,Hypp5919
LOC118411013,Hypp592,Hypp592
LOC118430373,Hypp5920,Hypp5920
LOC118428309,Hypp5922,Hypp5922
LOC118430138,Hypp5923,Hypp5923
LOC118430340,Hypp5925,Hypp5925
LOC118430393,Hypp5927,Hypp5927
LOC118430374,Hypp5928,Hypp5928
LOC118426300,Hypp5929,Hypp5929
LOC118429988,Hypp5932,Hypp5932
LOC118430680,Hypp5933,Hypp5933
LOC118430618,Hypp5935,Hypp5935
LOC118431065,Hypp5936,Hypp5936
LOC118430711,Hypp5937,Hypp5937
LOC118430574,Hypp5938,Hypp5938
LOC118430732,Hypp5940,Hypp5940
LOC118430003,Hypp5945,Hypp5945
LOC118429997,Hypp5946,Hypp5946
LOC118430319,Hypp5950,Hypp5950
LOC118430322,Hypp5951,Hypp5951
LOC118430313,Hypp5954,Hypp5954
LOC118430328,Hypp5955,Hypp5955
LOC118430342,Hypp5958,Hypp5958
LOC118430304,Hypp5959,Hypp5959
LOC118430465,Hypp5960,Hypp5960
LOC118430464,Hypp5961,Hypp5961
LOC118430969,Hypp5962,Hypp5962
LOC118430601,Hypp5963,Hypp5963
LOC118430602,Hypp5964,Hypp5964
LOC118415048,Hypp5966,Hypp5966
LOC118430127,Hypp5967,Hypp5967
LOC118430124,Hypp5970,Hypp5970
LOC118430755,Hypp5971,Hypp5971
LOC118430954,Hypp5972,Hypp5972
LOC118431071,Hypp5979,Hypp5979
LOC118431068,Hypp5980,Hypp5980
LOC118429955,Hypp5983,Hypp5983
LOC118430671,Hypp5987,Hypp5987
LOC118430673,Hypp5988,Hypp5988
LOC118430760,Hypp5989,Hypp5989
LOC118430600,Hypp5993,Hypp5993
LOC118430151,Hypp5994,Hypp5994
LOC118410039,Hypp6001,Hypp6001
LOC118430159,Hypp6006,Hypp6006
LOC118430444,Hypp6009,Hypp6009
LOC118430508,Hypp6014,Hypp6014
LOC118430690,Hypp6017,Hypp6017
LOC118430691,Hypp6019,Hypp6019
LOC118430737,Hypp6020,Hypp6020
LOC118430661,Hypp6022,Hypp6022
LOC118430660,Hypp6023,Hypp6023
LOC118430735,Hypp6026,Hypp6026
LOC118431075,Hypp6027,Hypp6027
LOC118430990,Hypp6031,Hypp6031
LOC118430377,Hypp6036,Hypp6036
LOC118413497,Hypp6050,Hypp6050
LOC118430525,Hypp6067,Hypp6067
LOC118431141,Hypp6069,Hypp6069
LOC118430365,Hypp6071,Hypp6071
LOC118420138,Hypp6073,Hypp6073
LOC118430850,Hypp6084,Hypp6084
LOC118431151,Hypp6085,Hypp6085
LOC118430675,Hypp6088,Hypp6088
LOC118430474,Hypp6094,Hypp6094
LOC118430473,Hypp6095,Hypp6095
LOC118430287,Hypp6096,Hypp6096
LOC118415213,Hypp6098,Hypp6098
LOC118425909,Hypp610,Hypp610
LOC118431073,Hypp6101,Hypp6101
LOC118431150,Hypp6102,Hypp6102
LOC118430644,Hypp6103,Hypp6103
LOC118425351,Hypp612,Hypp612
LOC118407066,Hypp6198,Hypp6198
LOC118403217,Hypp6285,Hypp6285
LOC118403884,Hypp6291,Hypp6291
LOC118403125,Hypp6293,Hypp6293
LOC118432692,Hypp6299,Hypp6299
LOC118422821,Hypp63,Hypp63
LOC118403108,Hypp6303,Hypp6303
LOC118432749,Hypp6318,Hypp6318
LOC118405709,Hypp632,Hypp632
LOC118412483,Hypp6325,Hypp6325
LOC118403225,Hypp6327,Hypp6327
LOC118403538,Hypp6329,Hypp6329
LOC118403228,Hypp6331,Hypp6331
LOC118403224,Hypp6332,Hypp6332
LOC118403580,Hypp6340,Hypp6340
LOC118403386,Hypp6348,Hypp6348
LOC118403385,Hypp6349,Hypp6349
LOC118403371,Hypp6350,Hypp6350
LOC118403250,Hypp6354,Hypp6354
LOC118403162,Hypp6364,Hypp6364
LOC118403094,Hypp6365,Hypp6365
LOC118432748,Hypp6366,Hypp6366
LOC118403935,Hypp6371,Hypp6371
LOC118403622,Hypp6372,Hypp6372
LOC118403837,Hypp6376,Hypp6376
LOC118403831,Hypp6377,Hypp6377
LOC118432840,Hypp6381,Hypp6381
LOC118403824,Hypp6383,Hypp6383
LOC118403822,Hypp6384,Hypp6384
LOC118403030,Hypp6386,Hypp6386
LOC118403131,Hypp6387,Hypp6387
LOC118403686,Hypp6393,Hypp6393
LOC118403039,Hypp6394,Hypp6394
LOC118403203,Hypp6395,Hypp6395
LOC118403167,Hypp6398,Hypp6398
LOC118403168,Hypp6399,Hypp6399
LOC118422780,Hypp64,Hypp64
LOC118403776,Hypp6401,Hypp6401
LOC118403795,Hypp6403,Hypp6403
LOC118407640,Hypp6409,Hypp6409
LOC118407662,Hypp6410,Hypp6410
LOC118432723,Hypp6429,Hypp6429
LOC118403405,Hypp6430,Hypp6430
LOC118403387,Hypp6431,Hypp6431
LOC118403088,Hypp6433,Hypp6433
LOC118432758,Hypp6438,Hypp6438
LOC118403629,Hypp6446,Hypp6446
LOC118403723,Hypp6447,Hypp6447
LOC118403345,Hypp6452,Hypp6452
LOC118403340,Hypp6453,Hypp6453
LOC118403585,Hypp6460,Hypp6460
LOC118403601,Hypp6461,Hypp6461
LOC118403586,Hypp6464,Hypp6464
LOC118421417,Hypp648,Hypp648
LOC118403910,Hypp6500,Hypp6500
LOC118403898,Hypp6504,Hypp6504
LOC118417889,Hypp6522,Hypp6522
LOC118403138,Hypp6523,Hypp6523
LOC118403890,Hypp6524,Hypp6524
LOC118426703,Hypp656,Hypp656
LOC118405483,Hypp66,Hypp66
LOC118426396,Hypp660,Hypp660
LOC118431935,Hypp6614,Hypp6614
LOC118408050,Hypp6767,Hypp6767
LOC118428328,Hypp68,Hypp68
LOC118411799,Hypp6846,Hypp6846
LOC118423425,Hypp685,Hypp685
LOC118423273,Hypp688,Hypp688
LOC118423246,Hypp69,Hypp69
LOC118423443,Hypp690,Hypp690
LOC118431573,Hypp6913,Hypp6913
LOC118426105,Hypp6915,Hypp6915
LOC118429651,Hypp6917,Hypp6917
LOC118423466,Hypp695,Hypp695
LOC118423454,Hypp696,Hypp696
LOC118432106,Hypp6963,Hypp6963
LOC118432505,Hypp6969,Hypp6969
LOC118423475,Hypp697,Hypp697
LOC118431755,Hypp6971,Hypp6971
LOC118427959,Hypp6982,Hypp6982
LOC118423228,Hypp70,Hypp70
LOC118431716,Hypp7000,Hypp7000
LOC118431530,Hypp7002,Hypp7002
LOC118431523,Hypp7005,Hypp7005
LOC118432492,Hypp7006,Hypp7006
LOC118432087,Hypp7008,Hypp7008
LOC118432093,Hypp7011,Hypp7011
LOC118431505,Hypp7014,Hypp7014
LOC118431799,Hypp7021,Hypp7021
LOC118432380,Hypp7024,Hypp7024
LOC118431989,Hypp7033,Hypp7033
LOC118432138,Hypp7034,Hypp7034
LOC118431861,Hypp7038,Hypp7038
LOC118431425,Hypp7049,Hypp7049
LOC118431373,Hypp7050,Hypp7050
LOC118431417,Hypp7055,Hypp7055
LOC118431869,Hypp7058,Hypp7058
LOC118432377,Hypp7059,Hypp7059
LOC118432036,Hypp7061,Hypp7061
LOC118432031,Hypp7062,Hypp7062
LOC118432029,Hypp7066,Hypp7066
LOC118432046,Hypp7067,Hypp7067
LOC118432033,Hypp7069,Hypp7069
LOC118431240,Hypp7072,Hypp7072
LOC118427106,Hypp7076,Hypp7076
LOC118432565,Hypp7086,Hypp7086
LOC118432592,Hypp7087,Hypp7087
LOC118423585,Hypp7092,Hypp7092
LOC118432242,Hypp7096,Hypp7096
LOC118432550,Hypp7101,Hypp7101
LOC118432405,Hypp7102,Hypp7102
LOC118432383,Hypp7104,Hypp7104
LOC118431472,Hypp7113,Hypp7113
LOC118432079,Hypp7114,Hypp7114
LOC118431718,Hypp7115,Hypp7115
LOC118431475,Hypp7125,Hypp7125
LOC118432252,Hypp7127,Hypp7127
LOC118432577,Hypp7135,Hypp7135
LOC118431482,Hypp7136,Hypp7136
LOC118431937,Hypp7137,Hypp7137
LOC118432478,Hypp7139,Hypp7139
LOC118431484,Hypp7143,Hypp7143
LOC118431894,Hypp7145,Hypp7145
LOC118432000,Hypp7146,Hypp7146
LOC118432007,Hypp7150,Hypp7150
LOC118431438,Hypp7154,Hypp7154
LOC118432307,Hypp7155,Hypp7155
LOC118409046,Hypp7157,Hypp7157
LOC118409040,Hypp7160,Hypp7160
LOC118432077,Hypp7166,Hypp7166
LOC118432411,Hypp7170,Hypp7170
LOC118431950,Hypp7172,Hypp7172
LOC118431910,Hypp7173,Hypp7173
LOC118432497,Hypp7175,Hypp7175
LOC118431968,Hypp7176,Hypp7176
LOC118431555,Hypp7177,Hypp7177
LOC118432587,Hypp7178,Hypp7178
LOC118431556,Hypp7182,Hypp7182
LOC118431862,Hypp7183,Hypp7183
LOC118431990,Hypp7194,Hypp7194
LOC118432062,Hypp7197,Hypp7197
LOC118431256,Hypp7201,Hypp7201
LOC118432532,Hypp7203,Hypp7203
LOC118409047,Hypp7204,Hypp7204
LOC118431597,Hypp7206,Hypp7206
LOC118431831,Hypp7209,Hypp7209
LOC118432105,Hypp7215,Hypp7215
LOC118431268,Hypp7216,Hypp7216
LOC118432511,Hypp7220,Hypp7220
LOC118432525,Hypp7223,Hypp7223
LOC118431275,Hypp7230,Hypp7230
LOC118431841,Hypp7232,Hypp7232
LOC118431994,Hypp7239,Hypp7239
LOC118432645,Hypp7250,Hypp7250
LOC118406475,Hypp7267,Hypp7267
LOC118423473,Hypp728,Hypp728
LOC118423107,Hypp7293,Hypp7293
LOC118426809,Hypp7295,Hypp7295
LOC118427436,Hypp7317,Hypp7317
LOC118415036,Hypp7326,Hypp7326
LOC118427164,Hypp7334,Hypp7334
LOC118427171,Hypp7335,Hypp7335
LOC118427408,Hypp7338,Hypp7338
LOC118427870,Hypp7344,Hypp7344
LOC118427612,Hypp7348,Hypp7348
LOC118427581,Hypp7350,Hypp7350
LOC118427615,Hypp7351,Hypp7351
LOC118427597,Hypp7353,Hypp7353
LOC118426904,Hypp7361,Hypp7361
LOC118427199,Hypp7363,Hypp7363
LOC118427696,Hypp7364,Hypp7364
LOC118428312,Hypp7365,Hypp7365
LOC118427361,Hypp7366,Hypp7366
LOC118428206,Hypp7369,Hypp7369
LOC118427334,Hypp7371,Hypp7371
LOC118426923,Hypp7373,Hypp7373
LOC118428337,Hypp7377,Hypp7377
LOC118428335,Hypp7378,Hypp7378
LOC118427465,Hypp7384,Hypp7384
LOC118428195,Hypp7385,Hypp7385
LOC118426961,Hypp7387,Hypp7387
LOC118428301,Hypp7395,Hypp7395
LOC118428299,Hypp7397,Hypp7397
LOC118428132,Hypp7399,Hypp7399
LOC118427451,Hypp7400,Hypp7400
LOC118426902,Hypp7402,Hypp7402
LOC118427693,Hypp7404,Hypp7404
LOC118427755,Hypp7405,Hypp7405
LOC118410064,Hypp7406,Hypp7406
LOC118427562,Hypp7408,Hypp7408
LOC118427237,Hypp7414,Hypp7414
LOC118428277,Hypp7417,Hypp7417
LOC118428178,Hypp7419,Hypp7419
LOC118427659,Hypp7428,Hypp7428
LOC118427660,Hypp7429,Hypp7429
LOC118427525,Hypp7432,Hypp7432
LOC118427358,Hypp7434,Hypp7434
LOC118428085,Hypp7436,Hypp7436
LOC118427546,Hypp7437,Hypp7437
LOC118427731,Hypp7442,Hypp7442
LOC118427735,Hypp7444,Hypp7444
LOC118427401,Hypp7447,Hypp7447
LOC118427417,Hypp7448,Hypp7448
LOC118422271,Hypp745,Hypp745
LOC118426933,Hypp7459,Hypp7459
LOC118427661,Hypp7464,Hypp7464
LOC118427673,Hypp7465,Hypp7465
LOC118427452,Hypp7475,Hypp7475
LOC118426801,Hypp7483,Hypp7483
LOC118427055,Hypp7484,Hypp7484
LOC118427519,Hypp7487,Hypp7487
LOC118427450,Hypp7488,Hypp7488
LOC118428164,Hypp7489,Hypp7489
LOC118422661,Hypp749,Hypp749
LOC118427303,Hypp7491,Hypp7491
LOC118427456,Hypp7493,Hypp7493
LOC118427751,Hypp7512,Hypp7512
LOC118428045,Hypp7514,Hypp7514
LOC118428264,Hypp7516,Hypp7516
LOC118428268,Hypp7517,Hypp7517
LOC118428007,Hypp7518,Hypp7518
LOC118428013,Hypp7520,Hypp7520
LOC118428111,Hypp7522,Hypp7522
LOC118428030,Hypp7523,Hypp7523
LOC118427996,Hypp7526,Hypp7526
LOC118428266,Hypp7527,Hypp7527
LOC118422663,Hypp753,Hypp753
LOC118427372,Hypp7531,Hypp7531
LOC118427820,Hypp7540,Hypp7540
LOC118427813,Hypp7543,Hypp7543
LOC118427843,Hypp7544,Hypp7544
LOC118404898,Hypp7550,Hypp7550
LOC118427840,Hypp7558,Hypp7558
LOC118422662,Hypp757,Hypp757
LOC118428105,Hypp7585,Hypp7585
LOC118428259,Hypp7587,Hypp7587
LOC118427373,Hypp7591,Hypp7591
LOC118427985,Hypp7592,Hypp7592
LOC118410855,Hypp7602,Hypp7602
LOC118412223,Hypp7608,Hypp7608
LOC118408396,Hypp7612,Hypp7612
LOC118412521,Hypp7633,Hypp7633
LOC118417774,Hypp7635,Hypp7635
LOC118412382,Hypp7637,Hypp7637
LOC118412379,Hypp7639,Hypp7639
LOC118412384,Hypp7640,Hypp7640
LOC118408248,Hypp7642,Hypp7642
LOC118428494,Hypp7646,Hypp7646
LOC118430852,Hypp7649,Hypp7649
LOC118423061,Hypp765,Hypp765
LOC118412378,Hypp7657,Hypp7657
LOC118422484,Hypp766,Hypp766
LOC118422486,Hypp767,Hypp767
LOC118416751,Hypp7670,Hypp7670
LOC118411269,Hypp7672,Hypp7672
LOC118411267,Hypp7673,Hypp7673
LOC118411270,Hypp7674,Hypp7674
LOC118412002,Hypp7675,Hypp7675
LOC118412245,Hypp7680,Hypp7680
LOC118411338,Hypp7682,Hypp7682
LOC118412031,Hypp7683,Hypp7683
LOC118412141,Hypp7687,Hypp7687
LOC118412215,Hypp7689,Hypp7689
LOC118412502,Hypp7691,Hypp7691
LOC118412239,Hypp7693,Hypp7693
LOC118411789,Hypp7694,Hypp7694
LOC118411246,Hypp7697,Hypp7697
LOC118412074,Hypp7698,Hypp7698
LOC118412345,Hypp7703,Hypp7703
LOC118411243,Hypp7705,Hypp7705
LOC118411242,Hypp7706,Hypp7706
LOC118411370,Hypp7726,Hypp7726
LOC118410723,Hypp7727,Hypp7727
LOC118412603,Hypp7733,Hypp7733
LOC118411170,Hypp7739,Hypp7739
LOC118410946,Hypp7740,Hypp7740
LOC118411628,Hypp7742,Hypp7742
LOC118411249,Hypp7750,Hypp7750
LOC118412127,Hypp7751,Hypp7751
LOC118411527,Hypp7753,Hypp7753
LOC118407444,Hypp7754,Hypp7754
LOC118406987,Hypp7755,Hypp7755
LOC118406323,Hypp7758,Hypp7758
LOC118412161,Hypp7770,Hypp7770
LOC118412228,Hypp7773,Hypp7773
LOC118412015,Hypp7774,Hypp7774
LOC118412493,Hypp7775,Hypp7775
LOC118411217,Hypp7776,Hypp7776
LOC118410924,Hypp7778,Hypp7778
LOC118410915,Hypp7779,Hypp7779
LOC118411297,Hypp7782,Hypp7782
LOC118410759,Hypp7783,Hypp7783
LOC118410753,Hypp7791,Hypp7791
LOC118411357,Hypp7798,Hypp7798
LOC118424630,Hypp7799,Hypp7799
LOC118411361,Hypp7800,Hypp7800
LOC118412674,Hypp7802,Hypp7802
LOC118411347,Hypp7803,Hypp7803
LOC118411345,Hypp7805,Hypp7805
LOC118412481,Hypp7806,Hypp7806
LOC118411301,Hypp7808,Hypp7808
LOC118411472,Hypp7816,Hypp7816
LOC118410746,Hypp7820,Hypp7820
LOC118411350,Hypp7824,Hypp7824
LOC118411826,Hypp7826,Hypp7826
LOC118411424,Hypp7852,Hypp7852
LOC118411429,Hypp7853,Hypp7853
LOC118411896,Hypp7856,Hypp7856
LOC118404677,Hypp7891,Hypp7891
LOC118404197,Hypp7898,Hypp7898
LOC118411382,Hypp7899,Hypp7899
LOC118404178,Hypp7900,Hypp7900
LOC118403999,Hypp7914,Hypp7914
LOC118404610,Hypp7915,Hypp7915
LOC118404630,Hypp7936,Hypp7936
LOC118404597,Hypp7937,Hypp7937
LOC118404595,Hypp7939,Hypp7939
LOC118404050,Hypp7946,Hypp7946
LOC118404349,Hypp7953,Hypp7953
LOC118404051,Hypp7955,Hypp7955
LOC118404037,Hypp7960,Hypp7960
LOC118404341,Hypp7962,Hypp7962
LOC118404070,Hypp7965,Hypp7965
LOC118409080,Hypp7981,Hypp7981
LOC118404618,Hypp7982,Hypp7982
LOC118404620,Hypp7983,Hypp7983
LOC118404532,Hypp7985,Hypp7985
LOC118425473,Hypp799,Hypp799
LOC118404375,Hypp7994,Hypp7994
LOC118404143,Hypp7999,Hypp7999
LOC118404924,Hypp8001,Hypp8001
LOC118404921,Hypp8002,Hypp8002
LOC118408517,Hypp801,Hypp801
LOC118409170,Hypp8019,Hypp8019
LOC118404233,Hypp8022,Hypp8022
LOC118408434,Hypp8027,Hypp8027
LOC118404520,Hypp8030,Hypp8030
LOC118404701,Hypp8034,Hypp8034
LOC118404273,Hypp8035,Hypp8035
LOC118404995,Hypp8036,Hypp8036
LOC118404815,Hypp8039,Hypp8039
LOC118404558,Hypp8040,Hypp8040
LOC118406019,Hypp8046,Hypp8046
LOC118419186,Hypp8048,Hypp8048
LOC118405284,Hypp8049,Hypp8049
LOC118405147,Hypp8058,Hypp8058
