Loc_id,Bl3_id,Bl3_id_uniq,Bl3_id_uniq_short
LOC118412234,CHRNA10,CHRNA10_LOC118412234,CHRNA10.3
LOC118411158,MEGF11,MEGF11_LOC118411158,MEGF11.1
LOC118412733,RAB11B,RAB11B,RAB11B
LOC118412732,LIX1L,LIX1L,LIX1L
LOC118412734,TMEM218,TMEM218,TMEM218
LOC118412546,MID1,MID1_LOC118412546,MID1.5
LOC118411564,SLC22A5_NLRC3,SLC22A5_NLRC3,SLC22A5_NLRC3
LOC118411566,ANKRD1,ANKRD1_LOC118411566,ANKRD1.1
LOC118412191,SLC25A42,SLC25A42_LOC118412191,SLC25A42.1
LOC118412192,CALML4,CALML4,CALML4
LOC118412189,MGAT1,MGAT1,MGAT1
LOC118412188,SUPT5H,SUPT5H,SUPT5H
LOC118412504,NT5C3A,NT5C3A_LOC118412504,NT5C3A.2
LOC118412414,FER,FER,FER
LOC118412415,FBXL17,FBXL17,FBXL17
LOC118412120,ADAM29,ADAM29,ADAM29
LOC118412158,CORO2B,CORO2B,CORO2B
LOC118411231,ANP32B,ANP32B,ANP32B
LOC118412510,HDDC3,HDDC3,HDDC3
LOC118412171,MAP3K19,MAP3K19,MAP3K19
LOC118411684,ATCAY,ATCAY,ATCAY
LOC118411174,OBSCN_MID2,OBSCN_MID2,OBSCN_MID2
LOC118411555,ATCAY_MID1,ATCAY_MID1,ATCAY_MID1
LOC118412708,GRIA2,GRIA2,GRIA2
LOC118412527,OIT3,OIT3_LOC118412527,OIT3.7
LOC118412474,TCTEX1D1,TCTEX1D1_LOC118412474,TCTEX1D1.4
LOC118410777,PTGER4,PTGER4_LOC118410777,PTGER4.3
LOC118411683,ZNF266,ZNF266,ZNF266
LOC118411273,HSD17B6,HSD17B6_LOC118411273,HSD17B6.3
LOC118411284,CERS1,CERS1,CERS1
LOC118411279,ANPEP_TRHDE,ANPEP_TRHDE,ANPEP_TRHDE
LOC118411289,Hypp9220,Hypp9220,Hypp9220
LOC118411285,XRCC4,XRCC4,XRCC4
LOC118411277,CILP,CILP,CILP
LOC118411286,NAXE,NAXE,NAXE
LOC118411282,Hypp9222,Hypp9222,Hypp9222
LOC118411280,TMEM232,TMEM232,TMEM232
LOC118411281,TRIM2,TRIM2_LOC118411281,TRIM2.10
LOC118411377,GDA,GDA,GDA
LOC118411309,SNCAIP,SNCAIP,SNCAIP
LOC118412424,Hypp9224,Hypp9224,Hypp9224
LOC118412423,FLNC,FLNC_LOC118412423,FLNC.1
LOC118412442,VPS72,VPS72,VPS72
LOC118412451,CHTOP,CHTOP,CHTOP
LOC118412437,LMAN1,LMAN1,LMAN1
LOC118412430,SMAD4,SMAD4,SMAD4
LOC118412438,MNS1,MNS1,MNS1
LOC118412450,PSMB4,PSMB4,PSMB4
LOC118412425,ECE1,ECE1_LOC118412425,ECE1.2
LOC118412459,CIRBP,CIRBP_LOC118412459,CIRBP.3
LOC118412457,NDUFV2,NDUFV2,NDUFV2
LOC118412441,FERD3L,FERD3L,FERD3L
LOC118412428,TRIM2,TRIM2_LOC118412428,TRIM2.11
LOC118408639,ADAR,ADAR_LOC118408639,ADAR.1
LOC118412427,SV2B,SV2B,SV2B
LOC118412447,KTI12,KTI12,KTI12
LOC118412443,Hypp9233,Hypp9233,Hypp9233
LOC118412431,LRRC71,LRRC71,LRRC71
LOC118412453,KCNK6,KCNK6,KCNK6
LOC118412448,KCNK9,KCNK9_LOC118412448,KCNK9.1
LOC118412184,KCNK10,KCNK10_LOC118412184,KCNK10.2
LOC118411247,PRPF3,PRPF3,PRPF3
LOC118411255,TRIM56_TRIM59,TRIM56_TRIM59,TRIM56_TRIM59
LOC118411256,BLOC1S6,BLOC1S6,BLOC1S6
LOC118411535,DPP9,DPP9,DPP9
LOC118421326,NEU1,NEU1,NEU1
LOC118411236,LHFPL2,LHFPL2,LHFPL2
LOC118411104,PEAK1,PEAK1,PEAK1
LOC118412108,HMG20A,HMG20A,HMG20A
LOC118412741,RRNAD1,RRNAD1,RRNAD1
LOC118411484,PAXIP1,PAXIP1,PAXIP1
LOC118411577,Hypp9240,Hypp9240,Hypp9240
LOC118425664,PLG,PLG_LOC118425664,PLG.6
LOC118425863,Hypp9241,Hypp9241,Hypp9241
LOC118411262,ZBTB46,ZBTB46,ZBTB46
LOC118411263,TBC1D15,TBC1D15,TBC1D15
LOC118411265,WDR61,WDR61,WDR61
LOC118411620,UXS1,UXS1_LOC118411620,UXS1.1
LOC118411641,ARSB,ARSB_LOC118411641,ARSB.2
LOC118411643,TSTA3,TSTA3_LOC118411643,TSTA3.1
LOC118417008,SRSF4,SRSF4,SRSF4
LOC118412020,TSTA3,TSTA3_LOC118412020,TSTA3.2
LOC118424596,NXPE3,NXPE3_LOC118424596,NXPE3.4
LOC118412341,Hypp9242,Hypp9242,Hypp9242
LOC118412235,Hypp9244,Hypp9244,Hypp9244
LOC118411539,TRIM36,TRIM36,TRIM36
LOC118412673,Hypp9245,Hypp9245,Hypp9245
LOC118411608,EFNB2,EFNB2_LOC118411608,EFNB2.1
LOC118411210,EFNB2,EFNB2_LOC118411210,EFNB2.2
LOC118412489,HDC,HDC_LOC118412489,HDC.3
LOC118410856,ERAP1,ERAP1,ERAP1
LOC118412082,ZBTB46,ZBTB46_LOC118412082,ZBTB46.1
LOC118411614,Hypp9248,Hypp9248,Hypp9248
LOC118411615,Hypp9251,Hypp9251,Hypp9251
LOC118403885,CYP2U1,CYP2U1_LOC118403885,CYP2U1.7
LOC118411611,APC2,APC2,APC2
LOC118411613,AP4E1,AP4E1,AP4E1
LOC118410830,SAC3D1,SAC3D1,SAC3D1
LOC118410828,CPAMD8,CPAMD8_LOC118410828,CPAMD8.1
LOC118410831,TRIM3,TRIM3_LOC118410831,TRIM3.25
LOC118411721,OAZ1,OAZ1,OAZ1
LOC118412555,SULT1B1,SULT1B1,SULT1B1
LOC118411634,AMBP,AMBP,AMBP
LOC118412343,PLPPR4,PLPPR4,PLPPR4
LOC118412008,CYP2U1,CYP2U1_LOC118412008,CYP2U1.8
LOC118403132,SLIT3_TLR2,SLIT3_TLR2,SLIT3_TLR2
LOC118411525,RAB8B,RAB8B,RAB8B
LOC118411524,AKR1A1,AKR1A1_LOC118411524,AKR1A1.6
LOC118408020,GRIK3,GRIK3_LOC118408020,GRIK3.1
LOC118425371,NLRC4,NLRC4_LOC118425371,NLRC4.3
LOC118410722,GRIK1,GRIK1_LOC118410722,GRIK1.2
LOC118429418,NOTCH2,NOTCH2_LOC118429418,NOTCH2.7
LOC118428379,Hypp9268,Hypp9268,Hypp9268
LOC118413156,PNLIP,PNLIP_LOC118413156,PNLIP.4
LOC118424348,FBLN1,FBLN1,FBLN1
LOC118407280,Hypp9276,Hypp9276,Hypp9276
LOC118410859,TECPR1_PTPRF,TECPR1_PTPRF,TECPR1_PTPRF
LOC118408076,Hypp9278,Hypp9278,Hypp9278
LOC118408075,Hypp9283,Hypp9283,Hypp9283
LOC118414256,Hypp9285,Hypp9285,Hypp9285
LOC118408080,Hypp9287,Hypp9287,Hypp9287
LOC118411083,TNR,TNR_LOC118411083,TNR.2
LOC118412170,PKM,PKM,PKM
LOC118412515,TNN,TNN,TNN
LOC118411081,TNR_FCN3,TNR_FCN3,TNR_FCN3
LOC118411635,GABPB2,GABPB2,GABPB2
LOC118411069,USP8,USP8,USP8
LOC118410653,TUBGCP5,TUBGCP5,TUBGCP5
LOC118411621,ST8SIA2,ST8SIA2_LOC118411621,ST8SIA2.8
LOC118411622,Hypp9292,Hypp9292,Hypp9292
LOC118412684,MEGF11,MEGF11_LOC118412684,MEGF11.2
LOC118411068,MEGF11,MEGF11_LOC118411068,MEGF11.3
LOC118411552,WDR19,WDR19,WDR19
LOC118411145,IKBKAP,IKBKAP,IKBKAP
LOC118411062,Hypp9298,Hypp9298,Hypp9298
LOC118411549,PSAT1,Psat1,PSAT1
LOC118412028,USH1G,USH1G,USH1G
LOC118411061,KIF23,KIF23,KIF23
LOC118412530,ZNF548,ZNF548,ZNF548
LOC118411066,POGZ,POGZ,POGZ
LOC118410262,CHRNA3,CHRNA3_LOC118410262,CHRNA3.3
LOC118409660,CHRNB2,CHRNB2,CHRNB2
LOC118409451,CHRNB2,CHRNB2_LOC118409451,CHRNB2.1
LOC118409450,CHRNB4,CHRNB4,CHRNB4
LOC118409448,CHRNB4,CHRNB4_LOC118409448,CHRNB4.1
LOC118410159,CHRNB2,CHRNB2_LOC118410159,CHRNB2.2
LOC118410165,CHRNB2,CHRNB2_LOC118410165,CHRNB2.3
LOC118410044,CHRNB4_CHRNB2,Chrnb2/4,CHRNB4_CHRNB2
LOC118409095,CD163,CD163,CD163
LOC118404194,DCAF12,DCAF12,DCAF12
LOC118409583,COLEC10,COLEC10_LOC118409583,COLEC10.1
LOC118409584,SEMA6A,SEMA6A,SEMA6A
LOC118413680,Hypp935,Hypp935,Hypp935
LOC118430856,TMEM56,TMEM56_LOC118430856,TMEM56.8
LOC118405086,Hypp939,Hypp939,Hypp939
LOC118403718,Hypp940,Hypp940,Hypp940
LOC118409504,COMMD10,COMMD10,COMMD10
LOC118409503,PEPD,PEPD,PEPD
LOC118409489,SLC24A5,SLC24A5,SLC24A5
LOC118410074,PRRC1,PRRC1,PRRC1
LOC118419821,TTC28_KLC1,TTC28_KLC1,TTC28_KLC1
LOC118419225,TTC28,TTC28_LOC118419225,TTC28.12
LOC118416664,TIE1,TIE1_LOC118416664,TIE1.5
LOC118403455,Hypp944,Hypp944,Hypp944
LOC118403421,PDZD2,PDZD2,PDZD2
LOC118403593,GTPBP3,GTPBP3,GTPBP3
LOC118403543,GOLM1,GOLM1,GOLM1
LOC118403596,CKMT2,CKMT2,CKMT2
LOC118403472,UBAP2L,UBAP2L,UBAP2L
LOC118403465,QRICH2,QRICH2,QRICH2
LOC118409681,ACE,ACE_LOC118409681,ACE.5
LOC118409683,BCHE,BCHE_LOC118409683,BCHE.5
LOC118409682,BCHE,BCHE_LOC118409682,BCHE.6
LOC118409542,Hypp955,Hypp955,Hypp955
LOC118431951,GP5,GP5_LOC118431951,GP5.1
LOC118403180,GFAP,GFAP,GFAP
LOC118426748,TTC28,TTC28_LOC118426748,TTC28.13
LOC118409278,EIF6,EIF6,EIF6
LOC118409277,DTWD2,DTWD2,DTWD2
LOC118410636,DMXL2,DMXL2,DMXL2
LOC118409275,OPN3,OPN3,OPN3
LOC118409273,SYT3_SYT7,SYT3_SYT7,SYT3_SYT7
LOC118410647,THSD4,THSD4,THSD4
LOC118409274,RAD52,RAD52,RAD52
LOC118409276,ADAL,ADAL,ADAL
LOC118410488,HAPLN2,HAPLN2,HAPLN2
LOC118406147,ASIC3_ASIC5,ASIC3_ASIC5,ASIC3_ASIC5
LOC118410231,LAMA2,LAMA2_LOC118410231,LAMA2.4
LOC118406556,LINGO2,LINGO2_LOC118406556,LINGO2.2
LOC118410579,LAMA5,LAMA5,LAMA5
LOC118403192,PSMA4,PSMA4,PSMA4
LOC118403201,REEP5,Reep5,REEP5
LOC118410512,CNR2_MC5R,CNR2_MC5R,CNR2_MC5R
LOC118410515,CNR2,CNR2,CNR2
LOC118409435,ISLR2_NELFA,ISLR2_NELFA,ISLR2_NELFA
LOC118409513,FLVCR1,FLVCR1,FLVCR1
LOC118405661,CFAP161,CFAP161,CFAP161
LOC118405666,GOLPH3,GOLPH3,GOLPH3
LOC118404107,Hypp977,Hypp977,Hypp977
LOC118410535,CD109,CD109,CD109
LOC118410253,PODN,PODN,PODN
LOC118409814,FGFR3,FGFR3_LOC118409814,FGFR3.2
LOC118421635,GRIA2,GRIA2_LOC118421635,GRIA2.1
LOC118410539,NEIL1,NEIL1,NEIL1
LOC118410236,GRIK4,GRIK4_LOC118410236,GRIK4.1
LOC118431729,ASIC3,ASIC3,ASIC3
LOC118403676,FOXB1,FOXB1,FOXB1
LOC118409271,GLDN,GLDN,GLDN
LOC118432518,TTC28_KLC4,TTC28_KLC4,TTC28_KLC4
LOC118410079,IDH3A,IDH3A,IDH3A
LOC118409353,PLIN3,PLIN3,PLIN3
LOC118428678,BRAT1,BRAT1,BRAT1
LOC118409887,CATSPER2,CATSPER2,CATSPER2
LOC118409993,NT5E,NT5E_LOC118409993,NT5E.3
LOC118410545,MALT1,MALT1,MALT1
LOC118410547,ZNF532,ZNF532,ZNF532
LOC118409794,Hypp995,Hypp995,Hypp995
LOC118410183,NDUFS7,NDUFS7,NDUFS7
LOC118412866,FASN,FASN_LOC118412866,FASN.3
LOC118404740,EPB41L4A,EPB41L4A,EPB41L4A
LOC118404739,RPS15,RPS15,RPS15
LOC118409772,DUOXA1,DUOXA1,DUOXA1
LOC118410062,DUOX2,DUOX2,DUOX2
LOC118428989,HIST1H2BA,HIST1H2BA,HIST1H2BA
LOC118410067,RHBG,RHBG,RHBG
LOC118410065,DUOXA1,DUOXA1_LOC118410065,DUOXA1.1
LOC118410673,DUOX1,DUOX1,DUOX1
LOC118407565,TMPRSS9_ST14,TMPRSS9_ST14,TMPRSS9_ST14
LOC118431384,KIAA0825,KIAA0825,KIAA0825
LOC118409793,PPIB,PPIB,PPIB
LOC118410603,SORD,SORD_LOC118410603,SORD.4
LOC118431487,VLDLR,VLDLR_LOC118431487,VLDLR.2
LOC118410632,LRP1,LRP1_LOC118410632,LRP1.3
LOC118410670,Hypp1010,Hypp1010,Hypp1010
LOC118410658,Hypp1012,Hypp1012,Hypp1012
LOC118408067,CSMD3,CSMD3_LOC118408067,CSMD3.1
LOC118431773,ARRDC3,ARRDC3_LOC118431773,ARRDC3.3
LOC118410226,KCNAB2,KCNAB2_LOC118410226,KCNAB2.1
LOC118408951,NARS,NARS,NARS
LOC118410223,LONP1,LONP1,LONP1
LOC118410209,C1orf43,C1orf43,C1orf43
LOC118410196,SNX2,SNX2,SNX2
LOC118420757,Hypp1588,Hypp1588,Hypp1588
LOC118410221,UBA6,UBA6,UBA6
LOC118410198,OR14J1,OR14J1,OR14J1
LOC118431902,CTDP1,CTDP1,CTDP1
LOC118410201,GLRB,GLRB,GLRB
LOC118410204,PARP16,PARP16,PARP16
LOC118410217,AK6,AK6,AK6
LOC118416132,TRIM56_TRIM2,TRIM56_TRIM2,TRIM56_TRIM2
LOC118429332,TRIM2,TRIM2_LOC118429332,TRIM2.12
LOC118411748,Hypp1020,Hypp1020,Hypp1020
LOC118431959,Hypp1023,Hypp1023,Hypp1023
LOC118431969,FAM227B,FAM227B,FAM227B
LOC118410213,CRIM1,CRIM1_LOC118410213,CRIM1.1
LOC118410199,CDK7,CDK7,CDK7
LOC118432043,MAP1B,MAP1B,MAP1B
LOC118410195,NOL4,NOL4,NOL4
LOC118410193,Hypp1024,Hypp1024,Hypp1024
LOC118410194,ASXL1,ASXL1,ASXL1
LOC118410225,CCDC178,CCDC178,CCDC178
LOC118410192,Hypp1025,Hypp1025,Hypp1025
LOC118432371,Hypp1026,Hypp1026,Hypp1026
LOC118409269,CTSV,CTSV_LOC118409269,CTSV.5
LOC118410021,PTER,PTER,PTER
LOC118410259,SLC2A12,SLC2A12,SLC2A12
LOC118409810,OTOF,Otof,OTOF
LOC118409811,SSX2IP,SSX2IP,SSX2IP
LOC118431977,Hypp1027,Hypp1027,Hypp1027
LOC118410677,GAREM1,GAREM1,GAREM1
LOC118410322,IL17B,IL17B,IL17B
LOC118432218,PXDN,PXDN_LOC118432218,PXDN.5
LOC118409547,PARPBP,PARPBP,PARPBP
LOC118409332,Hypp1028,Hypp1028,Hypp1028
LOC118409335,CIB1,CIB1,CIB1
LOC118409331,MED23,MED23,MED23
LOC118409333,MYL12B,MYL12B,MYL12B
LOC118409330,ZNF624,ZNF624,ZNF624
LOC118409329,SYNRG,SYNRG,SYNRG
LOC118410291,ENDOU,ENDOU,ENDOU
LOC118410061,Hypp1034,Hypp1034,Hypp1034
LOC118410016,SLC16A7,SLC16A7,SLC16A7
LOC118408203,TLR4,TLR4,TLR4
LOC118409499,SLC16A7,SLC16A7_LOC118409499,SLC16A7.1
LOC118406547,MFSD2A,MFSD2A_LOC118406547,MFSD2A.5
LOC118408193,LAMA2,LAMA2_LOC118408193,LAMA2.5
LOC118432141,HIST1H4B,HIST1H4B,HIST1H4B
LOC118409675,Hypp1039,Hypp1039,Hypp1039
LOC118409445,ZSWIM7,ZSWIM7,ZSWIM7
LOC118409444,RAB8B,RAB8B_LOC118409444,RAB8B.1
LOC118409757,GMPPA,GMPPA,GMPPA
LOC118403247,Hypp1040,Hypp1040,Hypp1040
LOC118410460,C1QL4,C1QL4,C1QL4
LOC118404015,UFL1,UFL1,UFL1
LOC118404025,PITHD1,PITHD1,PITHD1
LOC118404000,PASK,PASK,PASK
LOC118429042,HIST1H4B,HIST1H4B_LOC118429042,HIST1H4B.1
LOC118408567,MFRP,MFRP_LOC118408567,MFRP.2
LOC118408604,TRHR,TRHR,TRHR
LOC118409593,SNRNP48,SNRNP48,SNRNP48
LOC118410616,Hypp1045,Hypp1045,Hypp1045
LOC118410617,ANKRD66,ANKRD66,ANKRD66
LOC118410615,MTERF4,MTERF4,MTERF4
LOC118410614,DEPTOR,DEPTOR,DEPTOR
LOC118408615,CACNA2D2,CACNA2D2_LOC118408615,CACNA2D2.1
LOC118409438,NRBP1,NRBP1,NRBP1
LOC118409437,PPM1G,PPM1G,PPM1G
LOC118409440,PPM1K,PPM1K,PPM1K
LOC118409441,EIF3I,EIF3I,EIF3I
LOC118408705,HEXB,HEXB,HEXB
LOC118409614,CYP7A1,CYP7A1,CYP7A1
LOC118410446,Hypp1053,Hypp1053,Hypp1053
LOC118409866,CYP7A1,CYP7A1_LOC118409866,CYP7A1.1
LOC118410081,Hypp1054,Hypp1054,Hypp1054
LOC118409848,LAPTM4A,LAPTM4A,LAPTM4A
LOC118409822,RB1CC1,RB1CC1,RB1CC1
LOC118426475,DRD2,DRD2,DRD2
LOC118409821,CSPG4,CSPG4,CSPG4
LOC118409831,ELL,ELL,ELL
LOC118409825,PTPN9,PTPN9,PTPN9
LOC118409845,HLF,HLF,HLF
LOC118409838,NPTN,NPTN,NPTN
LOC118410277,Hypp1061,Hypp1061,Hypp1061
LOC118409840,GNB5,GNB5,GNB5
LOC118409852,NUDT15,NUDT15,NUDT15
LOC118409844,Hypp1064,Hypp1064,Hypp1064
LOC118409843,SNUPN,SNUPN,SNUPN
LOC118409830,SNX33,SNX33,SNX33
LOC118409828,NAA35,NAA35,NAA35
LOC118409836,FADS1,FADS1_LOC118409836,FADS1.1
LOC118409832,HEXA,HEXA,HEXA
LOC118409827,GFM2,GFM2,GFM2
LOC118409849,COMMD1,COMMD1,COMMD1
LOC118423619,FASN,FASN_LOC118423619,FASN.4
LOC118407004,DDA1,DDA1,DDA1
LOC118406868,CCPG1,CCPG1,CCPG1
LOC118406995,LIN7B,LIN7B,LIN7B
LOC118406985,MTX1,MTX1,MTX1
LOC118406912,THBS3,THBS3_LOC118406912,THBS3.1
LOC118403332,FBXO33,FBXO33,FBXO33
LOC118409841,FBP1,FBP1,FBP1
LOC118409823,KIFC3,KIFC3,KIFC3
LOC118406904,FAN1,FAN1,FAN1
LOC118406977,CNTNAP1,Cntnap1,CNTNAP1.2
LOC118409005,OTC,OTC,OTC
LOC118418579,Hypp1082,Hypp1082,Hypp1082
LOC118403848,Hypp1084,Hypp1084,Hypp1084
LOC118415637,HSD17B6_OIT3,HSD17B6_OIT3,HSD17B6_OIT3
LOC118412810,Hypp1088,Hypp1088,Hypp1088
LOC118408641,PKD2L1,PKD2L1,PKD2L1
LOC118409491,FBN2,FBN2_LOC118409491,FBN2.3
LOC118409493,NNT,NNT,NNT
LOC118409496,Hypp1091,Hypp1091,Hypp1091
LOC118408661,OTUD7B,OTUD7B_LOC118408661,OTUD7B.1
LOC118409684,IQGAP1,Iqgap2,IQGAP1
LOC118409685,PAM,PAM,PAM
LOC118409553,SLC4A11,SLC4A11_LOC118409553,SLC4A11.1
LOC118409558,NUDT12,NUDT12_LOC118409558,NUDT12.1
LOC118409552,MUC5AC,MUC5AC_LOC118409552,MUC5AC.4
LOC118408680,NPC2_FLAD1,NPC2_FLAD1,NPC2_FLAD1
LOC118404482,ALDH1A1,ALDH1A1,ALDH1A1
LOC118409554,KIAA1161,KIAA1161_LOC118409554,KIAA1161.2
LOC118428621,DNAH9_DNAH17,DNAH9_DNAH17,DNAH9_DNAH17
LOC118405242,DHRS7,DHRS7,DHRS7
LOC118409266,KLHL29,KLHL29_LOC118409266,KLHL29.1
LOC118409464,STX12,STX12,STX12
LOC118407978,ADGRB3,ADGRB3,ADGRB3
LOC118408134,MAPK15,MAPK15,MAPK15
LOC118408060,ZC3H6,ZC3H6,ZC3H6
LOC118408530,TCEA2,TCEA2,TCEA2
LOC118409623,IGFBP5,IGFBP5,IGFBP5
LOC118409633,Hypp1108,Hypp1108,Hypp1108
LOC118408392,CSMD1,CSMD1_LOC118408392,CSMD1.2
LOC118409679,KHK,KHK,KHK
LOC118409680,RTL1,RTL1_LOC118409680,RTL1.1
LOC118409678,TGFB1I1,TGFB1I1,TGFB1I1
LOC118409677,GRHL1,GRHL1,GRHL1
LOC118410329,PHACTR2,PHACTR2,PHACTR2
LOC118409657,KCNB1,KCNB1,KCNB1
LOC118409980,PQLC3,PQLC3,PQLC3
LOC118409981,HPCAL1,HPCAL1_LOC118409981,HPCAL1.1
LOC118410423,ANK1,ANK1_LOC118410423,ANK1.1
LOC118410178,OIT3,OIT3_LOC118410178,OIT3.8
LOC118410594,MAP3K9,MAP3K9,MAP3K9
LOC118409290,LMBRD1,LMBRD1,LMBRD1
LOC118410596,XKR4,XKR4_LOC118410596,XKR4.2
LOC118409291,BSDC1,BSDC1,BSDC1
LOC118409485,GAREM1,GAREM1_LOC118409485,GAREM1.1
LOC118409484,GAREM2,GAREM2_LOC118409484,GAREM2.1
LOC118410173,Hypp1125,Hypp1125,Hypp1125
LOC118410282,GAREM1,GAREM1_LOC118410282,GAREM1.2
LOC118410602,GAREM1,GAREM1_LOC118410602,GAREM1.3
LOC118410389,GAREM1,GAREM1_LOC118410389,GAREM1.4
LOC118410176,NTRK2,Trk,NTRK2
LOC118409904,SUB1,SUB1,SUB1
LOC118409096,SMN2,SMN2,SMN2
LOC118409901,SUGP1,SUGP1,SUGP1
LOC118409551,MRPL24,MRPL24,MRPL24
LOC118409550,TM6SF1,TM6SF1,TM6SF1
LOC118409618,MALRD1,MALRD1_LOC118409618,MALRD1.6
LOC118409502,Hypp1134,Hypp1134,Hypp1134
LOC118409501,TFPI,TFPI,TFPI
LOC118409101,HYKK,HYKK,HYKK
LOC118409423,DCAF7,DCAF7_LOC118409423,DCAF7.1
LOC118410384,TLL1,TLL1_LOC118410384,TLL1.9
LOC118410312,SLC5A11,SLC5A11_LOC118410312,SLC5A11.2
LOC118409531,CMTM4,CMTM4_LOC118409531,CMTM4.2
LOC118431803,KATNAL2,KATNAL2,KATNAL2
LOC118431784,PIAS3,PIAS3,PIAS3
LOC118410434,VIM,VIM_LOC118410434,VIM.3
LOC118410405,NPTX2,NPTX2_LOC118410405,NPTX2.1
LOC118410392,TXNDC16,TXNDC16,TXNDC16
LOC118409250,Hypp1143,Hypp1143,Hypp1143
LOC118409253,ARSK,ARSK,ARSK
LOC118406008,KBTBD11,KBTBD11,KBTBD11
LOC118406069,TPGS2,TPGS2,TPGS2
LOC118405911,ATR,ATR,ATR
LOC118409106,MTMR10,MTMR10,MTMR10
LOC118406045,UXS1,UXS1_LOC118406045,UXS1.2
LOC118406079,OSTF1,OSTF1,OSTF1
LOC118407715,PAM,PAM_LOC118407715,PAM.1
LOC118412709,TTC22_TLR1,TTC22_TLR1,TTC22_TLR1
LOC118405979,CACTIN,CACTIN,CACTIN
LOC118406089,Hypp1163,Hypp1163,Hypp1163
LOC118413322,CYP3A43,CYP3A43_LOC118413322,CYP3A43.1
LOC118420632,GLYATL3,GLYATL3,GLYATL3
LOC118411706,GPA33,GPA33,GPA33
LOC118405940,VIM,VIM_LOC118405940,VIM.4
LOC118409107,KCNK10,KCNK10_LOC118409107,KCNK10.3
LOC118409746,MCEE,MCEE,MCEE
LOC118409713,MAP2K5,MAP2K5,MAP2K5
LOC118409719,ARRDC3,ARRDC3_LOC118409719,ARRDC3.4
LOC118409723,Hypp1167,Hypp1167,Hypp1167
LOC118409737,Hypp1169,Hypp1169,Hypp1169
LOC118409698,LMNB1,LMNB1,LMNB1
LOC118429115,FBXO11_STIP1,FBXO11_STIP1,FBXO11_STIP1
LOC118409689,C18orf54,C18orf54,C18orf54
LOC118409711,STK35,STK35_LOC118409711,STK35.1
LOC118409704,FADS3,FADS3,FADS3
LOC118409725,DHRS9,DHRS9,DHRS9
LOC118415355,KLHL24,KLHL24_LOC118415355,KLHL24.6
LOC118403932,KCNAB1,KCNAB1_LOC118403932,KCNAB1.1
LOC118403959,GALE,GALE,GALE
LOC118403920,HDAC2,HDAC2,HDAC2
LOC118403854,FYN,FYN_LOC118403854,FYN.1
LOC118403769,MIB1,MIB1,MIB1
LOC118403904,NRSN1,NRSN1,NRSN1
LOC118403896,STPG1,STPG1,STPG1
LOC118403823,FBXL7,FBXL7_LOC118403823,FBXL7.3
LOC118403879,FBXW7,FBXW7_LOC118403879,FBXW7.2
LOC118403846,COL12A1,COL12A1,COL12A1
LOC118403865,MMP14_SELE_MMP17,MMP14_SELE_MMP17,MMP14_SELE_MMP17
LOC118409637,RIMS2,RIMS2_LOC118409637,RIMS2.1
LOC118409638,Hypp1183,Hypp1183,Hypp1183
LOC118409471,TPCN1,TPCN1_LOC118409471,TPCN1.1
LOC118409522,PLAC8,PLAC8_LOC118409522,PLAC8.1
LOC118409520,EPB41L2,EPB41L2,EPB41L2
LOC118409519,AKAP7,AKAP7,AKAP7
LOC118409092,SNED1_NOTCH1_FCGBP_NOTCH2,SNED1_NOTCH1_FCGBP_NOTCH2,SNED1_NOTCH1_FCGBP_NOTCH2
LOC118410114,SQLE,SQLE,SQLE
LOC118410137,RFESD,RFESD,RFESD
LOC118410099,DNMT3A,DNMT3A,DNMT3A
LOC118410106,CC2D1A,CC2D1A,CC2D1A
LOC118410105,IL1RAPL1_VCPIP1,IL1RAPL1_VCPIP1,IL1RAPL1_VCPIP1
LOC118410121,Hypp1192,Hypp1192,Hypp1192
LOC118410100,GREB1,GREB1,GREB1
LOC118410101,ROCK2,ROCK2,ROCK2
LOC118410144,Hypp1194,Hypp1194,Hypp1194
LOC118410129,Hypp1195,Hypp1195,Hypp1195
LOC118410132,C11orf68,C11orf68,C11orf68
LOC118410117,PEX13,PEX13,PEX13
LOC118410118,RTN4IP1,RTN4IP1_LOC118410118,RTN4IP1.1
LOC118410125,ELOC_RNASEH1,ELOC_RNASEH1,ELOC_RNASEH1
LOC118410133,RPS7,RPS7,RPS7
LOC118410123,DEK,DEK,DEK
LOC118410140,RNF144A,RNF144A,RNF144A
LOC118410120,KHDRBS3,KHDRBS3,KHDRBS3
LOC118410116,ODC1,ODC1,ODC1
LOC118410115,KLF11,KLF11,KLF11
LOC118409089,FAM135A,FAM135A,FAM135A
LOC118410130,MFHAS1,MFHAS1_LOC118410130,MFHAS1.7
LOC118410107,COL21A1,COL21A1,COL21A1
LOC118410135,DUSP23,DUSP23,DUSP23
LOC118410131,FOLR1,FOLR1_LOC118410131,FOLR1.1
LOC118410103,CC2D2A,CC2D2A,CC2D2A
LOC118410128,NR0B1,NR0B1_LOC118410128,NR0B1.1
LOC118410110,RSPH10B,RSPH10B,RSPH10B
LOC118410113,SOX7,SOX7,SOX7
LOC118410122,SPPL3,SPPL3_LOC118410122,SPPL3.1
LOC118410138,ID2,Id2,ID2
LOC118410119,SMPDL3B,SMPDL3B,SMPDL3B
LOC118410102,FCGBP_CSMD3,FCGBP_CSMD3,FCGBP_CSMD3
